question,Matched Article Title,context,answer
Mengapa taman negeri royal belum menjadi tempat tarikan pelancong?,taman negeri royal belum,"Taman Negeri Royal Belum letak di utara hujung Perak . Luas kawasan bagi hutan simpan ini lapor liput luas 300 , 000 hektar . Hutan Belum ini dibahagikan kepada bahagian atas dan bahagian bawah . Bahagian atas hutan belum ini tutup oleh 117 , 500 hektar kawasan hutan yang tebal dan pasuk sempadan Thailand-Malaysia . Kawasan hutan yang luas ini boleh anggap seperti tembok mula jadi dan digazetkan di bawah untuk Akta Hutan Negara 1984 . Taman simpan Belum dan Temenggor biar tumbuh liar kerana Raja Perak telah putus untuk kekal kawasan sebut bagai simpan semulajadi bagi tuju lidi . Bahagian atas hutan belum rupa 90 yang belum teroka manakala bahagian bawah umum dilitupi oleh hutan sekunder . Sejarah Taman Negeri Royal Belum percaya telah wujud lama lebih dari 130 juta tahun , jadi salah satu hutan hujan tua di dunia , lebih tua dari Hutan hujan Amazon dan Hutan hujan Kongo . Hutan ini dapat nama sempena daripada nama buah kampung Melayu iaitu Kampung Belum Lama . Belum adalah bunyi yang keluar oleh serangga kayu yang bunyi seperti Belummm , Belummm . Taman negeri ini pernah punya kampung masyarakat lama Melayu , Kampung Lama Belum yang letak di tengah Hutan Belum . Tasik yang keliling hutan ini awal dapat kampung Orang Asli suku Jaha , iaitu suku Negrito yang ami tanah Semenanjung . Hutan Belum jadi salah satu tempat sembunyi pihak British . Sejak 1952 , pihak British telah arah masyarakat kampung ini pindah ke Bendang Puru yang letak hampir Grik waktu gempur pihak komunis . Biodiversiti Di Hutan Belum ini dapat pelbagai jenis tumbuh dan pokok kayu keras hutan hujan tropika yang makin pupus . Antara ialah spesies meranti , cengal , keruing dan merbau yang besar . Di sini juga dapat pelbagai jenis tumbuh herba yang boleh guna untuk rawat pelbagai jenis sakit . Dapat juga spesies tumbuh yang sukar temu di tempat lain seperti Rafflesia yang tumbuh liar di sini yang rupa spesies bunga besar . Dapat 3 spesies bunga raflesia di hutan ini daripada 26 bunga raflesia yang dapat di dunia iaitu Rafflesia cantleyi , R . kerri and R . azlanii . Dapat lebih daripada 89 spesies lumut 48 taksonomi paku-pakis atau likofit , lebih daripada 374 spesies dalam 84 keluarga tumbuh bunga telah senarai dan direkodkan masuk 15 spesies endemik . Lebih 150 spesies orkid jumpa di sini . Hutan ini jadi habitat kepada spesies enggang banyak di dunia iaitu lebih 10 spesies , 80 spesies mamalia masuk gajah Asia Elephas maximus maximus , harimau Malaya , seladang Malaya , tapir Malaya , harimau bintang , kucing tulap dan pelbagai spesies kucing . Turut jumpa di hutan ini ialah 18 spesies katak dan kodok , 67 spesies ular , dan antara serangga , dapat lebih dari 132 spesies kumbang , 28 spesies dengan mungkin tiga spesies baru cengkerik , 97 spesies rama dan 41 spesies capang dan damselfly . Rujuk Paut Luar Belum Temenggor Laman web rasmi","Royal Belum menjadi tarikan pelancong kerana biodiversitinya yang luar biasa, keunikan ekosistem hutan hujan tropika, serta peluang meneroka kawasan yang belum diteroka dan alami seperti Tasik Temenggor dan kampung Orang Asli."
Apakah keunikan taman negeri royal belum?,taman negeri royal belum,"Taman Negeri Royal Belum letak di utara hujung Perak . Luas kawasan bagi hutan simpan ini lapor liput luas 300 , 000 hektar . Hutan Belum ini dibahagikan kepada bahagian atas dan bahagian bawah . Bahagian atas hutan belum ini tutup oleh 117 , 500 hektar kawasan hutan yang tebal dan pasuk sempadan Thailand-Malaysia . Kawasan hutan yang luas ini boleh anggap seperti tembok mula jadi dan digazetkan di bawah untuk Akta Hutan Negara 1984 . Taman simpan Belum dan Temenggor biar tumbuh liar kerana Raja Perak telah putus untuk kekal kawasan sebut bagai simpan semulajadi bagi tuju lidi . Bahagian atas hutan belum rupa 90 yang belum teroka manakala bahagian bawah umum dilitupi oleh hutan sekunder . Sejarah Taman Negeri Royal Belum percaya telah wujud lama lebih dari 130 juta tahun , jadi salah satu hutan hujan tua di dunia , lebih tua dari Hutan hujan Amazon dan Hutan hujan Kongo . Hutan ini dapat nama sempena daripada nama buah kampung Melayu iaitu Kampung Belum Lama . Belum adalah bunyi yang keluar oleh serangga kayu yang bunyi seperti Belummm , Belummm . Taman negeri ini pernah punya kampung masyarakat lama Melayu , Kampung Lama Belum yang letak di tengah Hutan Belum . Tasik yang keliling hutan ini awal dapat kampung Orang Asli suku Jaha , iaitu suku Negrito yang ami tanah Semenanjung . Hutan Belum jadi salah satu tempat sembunyi pihak British . Sejak 1952 , pihak British telah arah masyarakat kampung ini pindah ke Bendang Puru yang letak hampir Grik waktu gempur pihak komunis . Biodiversiti Di Hutan Belum ini dapat pelbagai jenis tumbuh dan pokok kayu keras hutan hujan tropika yang makin pupus . Antara ialah spesies meranti , cengal , keruing dan merbau yang besar . Di sini juga dapat pelbagai jenis tumbuh herba yang boleh guna untuk rawat pelbagai jenis sakit . Dapat juga spesies tumbuh yang sukar temu di tempat lain seperti Rafflesia yang tumbuh liar di sini yang rupa spesies bunga besar . Dapat 3 spesies bunga raflesia di hutan ini daripada 26 bunga raflesia yang dapat di dunia iaitu Rafflesia cantleyi , R . kerri and R . azlanii . Dapat lebih daripada 89 spesies lumut 48 taksonomi paku-pakis atau likofit , lebih daripada 374 spesies dalam 84 keluarga tumbuh bunga telah senarai dan direkodkan masuk 15 spesies endemik . Lebih 150 spesies orkid jumpa di sini . Hutan ini jadi habitat kepada spesies enggang banyak di dunia iaitu lebih 10 spesies , 80 spesies mamalia masuk gajah Asia Elephas maximus maximus , harimau Malaya , seladang Malaya , tapir Malaya , harimau bintang , kucing tulap dan pelbagai spesies kucing . Turut jumpa di hutan ini ialah 18 spesies katak dan kodok , 67 spesies ular , dan antara serangga , dapat lebih dari 132 spesies kumbang , 28 spesies dengan mungkin tiga spesies baru cengkerik , 97 spesies rama dan 41 spesies capang dan damselfly . Rujuk Paut Luar Belum Temenggor Laman web rasmi","Keunikan taman ini ialah kehadiran tiga spesies bunga Rafflesia yang jarang ditemui, lebih 150 spesies orkid, serta statusnya sebagai hutan dara yang belum diteroka sepenuhnya dengan sejarah lebih tua dari Amazon dan Congo."
Apa yang menarik di taman rekreasi gunung lang?,taman rekreasi gunung lang,"Taman Rekreasi Gunung Lang letak di utara pusat bandaraya Ipoh , Perak yakni hampir Jalan Kuala Kangsar di susur keluar Lebuhraya Utara Selatan , ianya rangkum kawasan tanam luas 30 35 hektar , manakala tasik luas 14 16 hektar yang bangun dan berlatabelakangkan Gerombol Bukit Batu Kapur Gunung Lang dan Gunung Bilike . Kawasan Rekreasi Gunung Lang bangun dasar konsep eko-pelancongan yang minimum bangun infrastruktur bagi kekal uni flora dan fauna semulajadinya . Bangun luas taman rekreasi ini libat kerjasama di antara Majlis Bandaraya Ipoh dan Jabat Lanskap Negara pada tahun 1999 . Kawasan Rekreasi Gunung Lang milik pelbagai infrastruktur awam di antara air terjun buat manusia , lalu jalan kaki lalu kawasan paya panjang 2km , menara tinjau , taman main kanak-kanak , tapak perkhemahan serta beberapa mudah awam yang lain . Rujuk Taman Rekreasi Gunung Lang Majlis Bandaraya Ipoh","Keunikan taman ini terletak pada tasik seluas 14.16 hektar yang berlatarkan bukit batu kapur Gunung Lang dan Gunung Bilike, menjadikannya lokasi semula jadi yang memukau serta sesuai untuk pencinta alam."
Apa aktiviti popular di taman rekreasi gunung lang?,taman rekreasi gunung lang,"Taman Rekreasi Gunung Lang letak di utara pusat bandaraya Ipoh , Perak yakni hampir Jalan Kuala Kangsar di susur keluar Lebuhraya Utara Selatan , ianya rangkum kawasan tanam luas 30 35 hektar , manakala tasik luas 14 16 hektar yang bangun dan berlatabelakangkan Gerombol Bukit Batu Kapur Gunung Lang dan Gunung Bilike . Kawasan Rekreasi Gunung Lang bangun dasar konsep eko-pelancongan yang minimum bangun infrastruktur bagi kekal uni flora dan fauna semulajadinya . Bangun luas taman rekreasi ini libat kerjasama di antara Majlis Bandaraya Ipoh dan Jabat Lanskap Negara pada tahun 1999 . Kawasan Rekreasi Gunung Lang milik pelbagai infrastruktur awam di antara air terjun buat manusia , lalu jalan kaki lalu kawasan paya panjang 2km , menara tinjau , taman main kanak-kanak , tapak perkhemahan serta beberapa mudah awam yang lain . Rujuk Taman Rekreasi Gunung Lang Majlis Bandaraya Ipoh","Aktiviti popular termasuk menaiki bot merentasi tasik, mendaki menara tinjau, berjalan kaki melalui laluan paya sepanjang 2 km, serta bermain di taman permainan dan berkhemah."
Apa yang boleh dilakukan di taman rekreasi gunung lang?,taman rekreasi gunung lang,"Taman Rekreasi Gunung Lang letak di utara pusat bandaraya Ipoh , Perak yakni hampir Jalan Kuala Kangsar di susur keluar Lebuhraya Utara Selatan , ianya rangkum kawasan tanam luas 30 35 hektar , manakala tasik luas 14 16 hektar yang bangun dan berlatabelakangkan Gerombol Bukit Batu Kapur Gunung Lang dan Gunung Bilike . Kawasan Rekreasi Gunung Lang bangun dasar konsep eko-pelancongan yang minimum bangun infrastruktur bagi kekal uni flora dan fauna semulajadinya . Bangun luas taman rekreasi ini libat kerjasama di antara Majlis Bandaraya Ipoh dan Jabat Lanskap Negara pada tahun 1999 . Kawasan Rekreasi Gunung Lang milik pelbagai infrastruktur awam di antara air terjun buat manusia , lalu jalan kaki lalu kawasan paya panjang 2km , menara tinjau , taman main kanak-kanak , tapak perkhemahan serta beberapa mudah awam yang lain . Rujuk Taman Rekreasi Gunung Lang Majlis Bandaraya Ipoh","Pengunjung boleh menikmati air terjun buatan, meredah hutan paya melalui laluan kaki, berehat di tapak perkhemahan, serta bersantai bersama keluarga sambil menikmati keindahan flora dan fauna semula jadi."
Apa yang boleh dilakukan di taman tamadun islam?,taman tamadun islam,"Taman Tamadun Islam TTI adalah buah taman tema yang tengah unggul seni waris dan seni bina Islam dari seluruh pelosok dunia yang letak di Pulau Wan Man , Kuala Terengganu yang belum ini anggap tidak hun dan penuh hutan nipah . Taman tema ini rupa salah satu projek bangun ekonomi Wilayah Ekonomi Pantai Timur . Taman tema yang mula bina pada Mac 2005 bukan sahaja keliling replika masjid dari rata dunia malah buah masjid yang juga mercu tanda baru Kuala Terengganu iaitu Masjid Kristal turut diri megah di situ . Bina Projek bina TTI libat 34 kontraktor tempat sementara Badan Maju Iktisad Negeri Terengganu PMINT bertanggungjawab pantau projek sebut . Bahan asas bina TTI cara seluruh guna bahan buat tempat . kira 65 bina guna pakar tukang tempat manakala lebih guna khidmat profesional pakar tukang daripada luar negara . Dapat 6 fasa bina TTI iaitu Replika Semua 22 replika masjid masuk monumen dan tugu bina pada nisbah skala 14 hingga 122 banding saiz asal . Projek Fasa 2 sedang jalan antara 1Pembinaan Kincir Air mana inovasi Islam pada zaman dahulu yang ingin tengah mula . Bina kincir air ini banyak rujuk kepada Kincir Air Umat Islam lampau di Syria yang guna Teori Al-Jazari . Kincir air ini juga guna untuk sistem alir ke tasik di TTI . 2Monumen Masjidil Haram , teater yang sedia ada akan dinaiktaraf kepada 3D yang nali bagai Virtual Hajj . Unjung peluang rasai alam virtual haji jemaah haji cara lebih teliti . Rujuk Paut luar Inggeris Foto dan lakar replika masjid di Taman Tamadun Islam .","Pengunjung boleh melihat 22 replika masjid dari seluruh dunia, melawat Masjid Kristal, menaiki teater 3D Virtual Hajj, dan meneroka sejarah tamadun Islam melalui monumen serta inovasi seperti kincir air berkonsepkan teori Al-Jazari."
Apa yang menarik di taman tamadun islam?,taman tamadun islam,"Taman Tamadun Islam TTI adalah buah taman tema yang tengah unggul seni waris dan seni bina Islam dari seluruh pelosok dunia yang letak di Pulau Wan Man , Kuala Terengganu yang belum ini anggap tidak hun dan penuh hutan nipah . Taman tema ini rupa salah satu projek bangun ekonomi Wilayah Ekonomi Pantai Timur . Taman tema yang mula bina pada Mac 2005 bukan sahaja keliling replika masjid dari rata dunia malah buah masjid yang juga mercu tanda baru Kuala Terengganu iaitu Masjid Kristal turut diri megah di situ . Bina Projek bina TTI libat 34 kontraktor tempat sementara Badan Maju Iktisad Negeri Terengganu PMINT bertanggungjawab pantau projek sebut . Bahan asas bina TTI cara seluruh guna bahan buat tempat . kira 65 bina guna pakar tukang tempat manakala lebih guna khidmat profesional pakar tukang daripada luar negara . Dapat 6 fasa bina TTI iaitu Replika Semua 22 replika masjid masuk monumen dan tugu bina pada nisbah skala 14 hingga 122 banding saiz asal . Projek Fasa 2 sedang jalan antara 1Pembinaan Kincir Air mana inovasi Islam pada zaman dahulu yang ingin tengah mula . Bina kincir air ini banyak rujuk kepada Kincir Air Umat Islam lampau di Syria yang guna Teori Al-Jazari . Kincir air ini juga guna untuk sistem alir ke tasik di TTI . 2Monumen Masjidil Haram , teater yang sedia ada akan dinaiktaraf kepada 3D yang nali bagai Virtual Hajj . Unjung peluang rasai alam virtual haji jemaah haji cara lebih teliti . Rujuk Paut luar Inggeris Foto dan lakar replika masjid di Taman Tamadun Islam .","Yang menarik ialah seni bina Islam yang ditampilkan dalam bentuk replika masjid berskala, gabungan keunikan budaya Islam global, serta teknologi moden seperti simulasi haji 3D yang beri pengalaman imersif."
Mengapa taman tamadun islam menjadi tempat tarikan pelancong?,taman tamadun islam,"Taman Tamadun Islam TTI adalah buah taman tema yang tengah unggul seni waris dan seni bina Islam dari seluruh pelosok dunia yang letak di Pulau Wan Man , Kuala Terengganu yang belum ini anggap tidak hun dan penuh hutan nipah . Taman tema ini rupa salah satu projek bangun ekonomi Wilayah Ekonomi Pantai Timur . Taman tema yang mula bina pada Mac 2005 bukan sahaja keliling replika masjid dari rata dunia malah buah masjid yang juga mercu tanda baru Kuala Terengganu iaitu Masjid Kristal turut diri megah di situ . Bina Projek bina TTI libat 34 kontraktor tempat sementara Badan Maju Iktisad Negeri Terengganu PMINT bertanggungjawab pantau projek sebut . Bahan asas bina TTI cara seluruh guna bahan buat tempat . kira 65 bina guna pakar tukang tempat manakala lebih guna khidmat profesional pakar tukang daripada luar negara . Dapat 6 fasa bina TTI iaitu Replika Semua 22 replika masjid masuk monumen dan tugu bina pada nisbah skala 14 hingga 122 banding saiz asal . Projek Fasa 2 sedang jalan antara 1Pembinaan Kincir Air mana inovasi Islam pada zaman dahulu yang ingin tengah mula . Bina kincir air ini banyak rujuk kepada Kincir Air Umat Islam lampau di Syria yang guna Teori Al-Jazari . Kincir air ini juga guna untuk sistem alir ke tasik di TTI . 2Monumen Masjidil Haram , teater yang sedia ada akan dinaiktaraf kepada 3D yang nali bagai Virtual Hajj . Unjung peluang rasai alam virtual haji jemaah haji cara lebih teliti . Rujuk Paut luar Inggeris Foto dan lakar replika masjid di Taman Tamadun Islam .","TTI menjadi tarikan kerana ia satu-satunya taman tema yang fokus pada seni warisan Islam dunia, lengkap dengan reka bentuk ikonik, aktiviti pendidikan, dan lokasi strategik di Pulau Wan Man yang dahulu tidak berpenghuni."
Apa yang menarik di taman tasik taiping?,taman tasik taiping,"Taman Tasik Taiping rupa kawasan rekreasi bekas lombong bijih timah yang tua di Malaysia . Kawasan ini pernah asai oleh pimpin Hai San , iaitu Chung Keng Kwee . Apabila Residen Perak , Frank Swettenham dapat kawasan ini strategik untuk bangun , kerja baik pulih mula sehingga ia buka untuk orang awam pada 17 November 1893 . Bangun ini juga bantu oleh kuasa lombong , William Scott bagai teraju yang susun pelan bangun . Kawasan ini juga letak di antara Bukit Larut dan Zoo Taiping yang rupa tari utama bagi duduk sekitar serta lancong . Luas asal taman ini adalah 61 93 hektar serta besar sehingga capai luas 96 44 hektar oleh Majlis Bandar Taiping . Institut Lidi Hutan Malaysia telah anggar dapat 113 pokok hujan dan 1 300 jenis pokok lain di dalam . Mudah Balap Taman main kanak-kanak Bulat kasut roda Kayak dan bot Bayar Tandas awam Sekolah SMK TAMAN TASIK Rujuk","Taman Tasik Taiping menarik kerana asalnya bekas lombong bijih timah tertua di Malaysia yang telah diubah suai menjadi taman rekreasi. Ia dikelilingi dengan keindahan semula jadi, pokok hujan besar, dan berhampiran dengan Bukit Larut serta Zoo Taiping."
Apa aktiviti popular di taman tasik taiping?,taman tasik taiping,"Taman Tasik Taiping rupa kawasan rekreasi bekas lombong bijih timah yang tua di Malaysia . Kawasan ini pernah asai oleh pimpin Hai San , iaitu Chung Keng Kwee . Apabila Residen Perak , Frank Swettenham dapat kawasan ini strategik untuk bangun , kerja baik pulih mula sehingga ia buka untuk orang awam pada 17 November 1893 . Bangun ini juga bantu oleh kuasa lombong , William Scott bagai teraju yang susun pelan bangun . Kawasan ini juga letak di antara Bukit Larut dan Zoo Taiping yang rupa tari utama bagi duduk sekitar serta lancong . Luas asal taman ini adalah 61 93 hektar serta besar sehingga capai luas 96 44 hektar oleh Majlis Bandar Taiping . Institut Lidi Hutan Malaysia telah anggar dapat 113 pokok hujan dan 1 300 jenis pokok lain di dalam . Mudah Balap Taman main kanak-kanak Bulat kasut roda Kayak dan bot Bayar Tandas awam Sekolah SMK TAMAN TASIK Rujuk","Aktiviti popular termasuk bermain di taman permainan kanak-kanak, berbasikal, bermain kasut roda, berkayak, menaiki bot, dan bersiar-siar di sekitar tasik yang damai."
Apa yang boleh dilakukan di taman tasik taiping?,taman tasik taiping,"Taman Tasik Taiping rupa kawasan rekreasi bekas lombong bijih timah yang tua di Malaysia . Kawasan ini pernah asai oleh pimpin Hai San , iaitu Chung Keng Kwee . Apabila Residen Perak , Frank Swettenham dapat kawasan ini strategik untuk bangun , kerja baik pulih mula sehingga ia buka untuk orang awam pada 17 November 1893 . Bangun ini juga bantu oleh kuasa lombong , William Scott bagai teraju yang susun pelan bangun . Kawasan ini juga letak di antara Bukit Larut dan Zoo Taiping yang rupa tari utama bagi duduk sekitar serta lancong . Luas asal taman ini adalah 61 93 hektar serta besar sehingga capai luas 96 44 hektar oleh Majlis Bandar Taiping . Institut Lidi Hutan Malaysia telah anggar dapat 113 pokok hujan dan 1 300 jenis pokok lain di dalam . Mudah Balap Taman main kanak-kanak Bulat kasut roda Kayak dan bot Bayar Tandas awam Sekolah SMK TAMAN TASIK Rujuk","Pengunjung boleh menikmati pelbagai aktiviti riadah seperti berjoging, bersenam, bergambar dengan pemandangan indah, melawat Zoo Taiping yang berdekatan, serta bersantai bersama keluarga di bawah rimbunan pokok tua yang menghijau."
